Datetime,Temperature,Status
2020-08-04 18:05:32.278842, 0.85604, Ready
2020-08-04 18:10:32.278842, 0.80265, Ready
2020-08-04 18:15:32.278842, 0.81573, Ready
2020-08-04 18:20:32.278842, 0.85579, Ready
2020-08-04 18:25:32.278842, 0.79360, Ready
2020-08-04 18:30:32.278842, 0.78371, Ready
2020-08-04 18:35:32.278842, 0.85299, Ready
2020-08-04 18:40:32.278842, 0.83916, Ready
2020-08-04 18:45:32.278842, 0.87838, Ready
2020-08-04 18:50:32.278842, 0.84505, Ready
2020-08-04 18:55:32.278842, 0.88643, Ready
2020-08-04 19:00:32.278842, 0.81794, Ready
2020-08-04 19:05:32.278842, 0.92471, Ready
2020-08-04 19:10:32.278842, 0.72316, Ready
2020-08-04 19:15:32.278842, 0.76206, Ready
2020-08-04 19:20:32.278842, 0.79250, Ready
2020-08-04 19:25:32.278842, 0.80276, Ready
2020-08-04 19:30:32.278842, 0.73571, Ready
2020-08-04 19:35:32.278842, 0.80408, Ready
2020-08-04 19:40:32.278842, 0.71680, Ready
2020-08-04 19:45:32.278842, 0.80753, Ready
2020-08-04 19:50:32.278842, 0.70725, Ready
2020-08-04 19:55:32.278842, 0.79923, Ready
2020-08-04 20:00:32.278842, 0.86516, Ready
2020-08-04 20:05:32.278842, 0.81111, Ready
2020-08-04 20:10:32.278842, 0.83897, Ready
2020-08-04 20:15:32.278842, 0.79488, Ready
2020-08-04 20:20:32.278842, 0.72648, Ready
2020-08-04 20:25:32.278842, 0.84782, Ready
2020-08-04 20:30:32.278842, 0.71425, Ready
2020-08-04 20:35:32.278842, 0.81791, Ready
2020-08-04 20:40:32.278842, 0.74217, Ready
2020-08-04 20:45:32.278842, 0.81969, Ready
2020-08-04 20:50:32.278842, 0.81263, Ready
2020-08-04 20:55:32.278842, 0.84471, Ready
2020-08-04 21:00:32.278842, 0.84413, Ready
2020-08-04 21:05:32.278842, 0.80423, Ready
2020-08-04 21:10:32.278842, 0.73562, Ready
2020-08-04 21:15:32.278842, 0.78340, Ready
2020-08-04 21:20:32.278842, 0.73990, Ready
2020-08-04 21:25:32.278842, 0.78867, Ready
2020-08-04 21:30:32.278842, 0.77215, Ready
2020-08-04 21:35:32.278842, 0.74641, Ready
2020-08-04 21:40:32.278842, 0.82955, Ready
2020-08-04 21:45:32.278842, 0.83368, Ready
2020-08-04 21:50:32.278842, 0.81296, Ready
2020-08-04 21:55:32.278842, 0.85805, Ready
2020-08-04 22:00:32.278842, 0.79466, Ready
2020-08-04 22:05:32.278842, 0.87333, Ready
2020-08-04 22:10:32.278842, 0.79840, Ready
2020-08-04 22:15:32.278842, 0.70667, Ready
2020-08-04 22:20:32.278842, 0.75078, Ready
2020-08-04 22:25:32.278842, 0.78322, Ready
2020-08-04 22:30:32.278842, 0.69768, Ready
2020-08-04 22:35:32.278842, 0.75908, Ready
2020-08-04 22:40:32.278842, 0.78190, Ready
2020-08-04 22:45:32.278842, 0.76850, Ready
2020-08-04 22:50:32.278842, 0.79483, Ready
2020-08-04 22:55:32.278842, 0.77193, Ready
2020-08-04 23:00:32.278842, 0.75330, Ready
2020-08-04 23:05:32.278842, 0.81700, Ready
2020-08-04 23:10:32.278842, 0.74068, Ready
2020-08-04 23:15:32.278842, 0.83317, Ready
2020-08-04 23:20:32.278842, 0.75131, Ready
2020-08-04 23:25:32.278842, 0.83451, Ready
2020-08-04 23:30:32.278842, 0.77441, Ready
2020-08-04 23:35:32.278842, 0.80637, Ready
2020-08-04 23:40:32.278842, 0.77499, Ready
2020-08-04 23:45:32.278842, 0.79118, Ready
2020-08-04 23:50:32.278842, 0.80084, Ready
2020-08-04 23:55:32.278842, 0.83644, Ready
2020-08-05 00:00:32.278842, 0.83277, Ready
2020-08-05 00:05:32.278842, 0.85201, Ready
2020-08-05 00:10:32.278842, 0.79425, Ready
2020-08-05 00:15:32.278842, 0.81181, Ready
2020-08-05 00:20:32.278842, 0.84800, Ready
2020-08-05 00:25:32.278842, 0.79587, Ready
2020-08-05 00:30:32.278842, 0.72253, Ready
2020-08-05 00:35:32.278842, 0.74687, Ready
2020-08-05 00:40:32.278842, 0.76500, Ready
2020-08-05 00:45:32.278842, 0.83433, Ready
2020-08-05 00:50:32.278842, 0.75153, Ready
2020-08-05 00:55:32.278842, 0.82615, Ready
2020-08-05 01:00:32.278842, 0.72099, Ready
2020-08-05 01:05:32.278842, 0.88537, Ready
2020-08-05 01:10:32.278842, 0.79512, Ready
2020-08-05 01:15:32.278842, 0.82293, Ready
2020-08-05 01:20:32.278842, 0.81207, Ready
2020-08-05 01:25:32.278842, 0.85971, Ready
2020-08-05 01:30:32.278842, 0.81346, Ready
2020-08-05 01:35:32.278842, 0.80321, Ready
2020-08-05 01:40:32.278842, 0.81705, Ready
2020-08-05 01:45:32.278842, 0.81930, Ready
2020-08-05 01:50:32.278842, 0.80111, Ready
2020-08-05 01:55:32.278842, 0.79632, Ready
2020-08-05 02:00:32.278842, 0.76254, Ready
2020-08-05 02:05:32.278842, 0.80209, Ready
2020-08-05 02:10:32.278842, 0.73209, Ready
2020-08-05 02:15:32.278842, 0.74542, Ready
2020-08-05 02:20:32.278842, 0.81355, Ready
2020-08-05 02:25:32.278842, 0.82299, Ready
2020-08-05 02:30:32.278842, 0.89925, Ready
